Customer_Id,Product_Id,Transaction Type,Category,Amount (in dollars),Purchase Date,Payment Mode
ORG_US_6259,1650,Subscription,Groceries,214483.51,2023-10-02,Wallet
CUST9658,6909,Real Estate Booking,Groceries,236643.74,2025-01-24,Credit Card
CUST6678,8741,Subscription,Electronics,201893.91,2023-12-30,Wallet
CUST11570,3704,Real Estate Booking,Electronics,310433.66,2024-04-09,Credit Card
ORG_US_2510,7168,Subscription,Groceries,111792.75,2024-07-14,Wallet
ORG_US_3299,1570,BNP Usage,Real Estate,78749.06,2024-02-11,Wallet
CUST10410,4824,Subscription,Subscription & Promotions,31788.18,2024-02-06,Net Banking
ORG_US_2470,1894,BNP Usage,Electronics,451855.07,2023-12-26,Debit Card
CUST7445,7248,BNP Usage,Real Estate,434228.95,2023-10-29,Debit Card
ORG_US_9103,2322,BNP Usage,Real Estate,199653.77,2024-08-19,Net Banking
CUST5899,8716,Subscription,Real Estate,158907.88,2024-08-30,Wallet
CUST6618,4149,Subscription,Subscription & Promotions,314946.21,2025-01-10,Wallet
CUST10306,9878,Purchase,Real Estate,162772.62,2025-01-18,Wallet
ORG_US_7764,3534,Real Estate Booking,Subscription & Promotions,321565.14,2024-05-21,Wallet
CUST11244,1450,Subscription,Fashion & Clothing,322059.05,2024-01-05,Net Banking
ORG_US_7578,3473,BNP Usage,Electronics,446695.87,2024-09-08,Credit Card
CUST10385,9458,Subscription,Electronics,26561.62,2025-01-13,Wallet
ORG_US_7449,4173,BNP Usage,Real Estate,159858.43,2024-03-17,Net Banking
ORG_US_8294,9157,BNP Usage,Electronics,407793.27,2024-08-13,Wallet
CUST10444,1096,Real Estate Booking,Fashion & Clothing,275534.8,2025-01-19,Net Banking
ORG_US_3634,4722,Purchase,Groceries,373314.36,2024-04-23,Credit Card
CUST4645,6911,Purchase,Electronics,375962.65,2025-02-25,Debit Card
CUST7118,9982,Real Estate Booking,Electronics,1657.37,2024-10-09,Credit Card
CUST8211,3489,Purchase,Real Estate,340236.29,2023-10-06,Credit Card
CUST11638,3455,BNP Usage,Subscription & Promotions,389657.76,2023-03-28,Debit Card
ORG_US_1139,9586,BNP Usage,Subscription & Promotions,264941.91,2023-08-30,Net Banking
CUST7930,6819,BNP Usage,Real Estate,342486.27,2023-04-16,Net Banking
CUST6457,1170,Subscription,Real Estate,217550.32,2024-08-10,Wallet
CUST10570,2409,BNP Usage,Real Estate,182513.28,2023-05-05,Wallet
CUST8923,4659,Subscription,Electronics,313171.48,2023-08-04,Wallet
ORG_US_5388,3351,Purchase,Electronics,470836.3,2024-04-26,Net Banking
CUST9661,4403,BNP Usage,Fashion & Clothing,87724.18,2024-05-26,Wallet
CUST8138,2096,Subscription,Subscription & Promotions,760.1,2024-07-05,Wallet
ORG_US_8976,3099,Real Estate Booking,Electronics,470805.02,2024-04-29,Debit Card
CUST8871,6617,Subscription,Fashion & Clothing,106880.37,2023-11-25,Credit Card
CUST4562,8165,Real Estate Booking,Electronics,134720.89,2023-11-20,Credit Card
ORG_US_9839,5687,BNP Usage,Subscription & Promotions,305379.03,2023-03-30,Wallet
CUST6301,4475,Subscription,Groceries,78546.89,2025-03-01,Wallet
CUST5045,5638,BNP Usage,Real Estate,385372.57,2023-07-23,Wallet
ORG_US_2839,6913,BNP Usage,Electronics,19286.37,2024-07-25,Wallet
ORG_US_6637,5206,BNP Usage,Groceries,94989.4,2024-07-27,Debit Card
ORG_US_6541,7937,BNP Usage,Fashion & Clothing,141902.23,2024-07-11,Net Banking
ORG_US_7400,5055,BNP Usage,Subscription & Promotions,132084.45,2023-07-19,Credit Card
ORG_US_7520,2362,Subscription,Subscription & Promotions,126546.85,2024-11-21,Debit Card
CUST10898,3848,BNP Usage,Groceries,417154.65,2024-08-05,Credit Card
CUST11019,2632,Subscription,Subscription & Promotions,370331.97,2023-09-30,Debit Card
ORG_US_1794,2111,Real Estate Booking,Real Estate,305265.74,2023-12-11,Debit Card
ORG_US_5286,8609,Subscription,Fashion & Clothing,51700.76,2024-05-25,Net Banking
ORG_US_9834,2410,Real Estate Booking,Real Estate,230723.94,2024-05-06,Wallet
CUST9069,8743,Real Estate Booking,Real Estate,42811.93,2024-11-20,Credit Card
CUST9092,5917,Subscription,Groceries,468709.93,2024-08-15,Wallet
CUST5400,8959,Purchase,Groceries,30229.96,2024-07-29,Debit Card
ORG_US_7523,6971,Real Estate Booking,Electronics,469801.48,2024-11-06,Wallet
ORG_US_7506,5005,Subscription,Groceries,59977.71,2024-06-05,Net Banking
ORG_US_8502,9759,Purchase,Fashion & Clothing,82915.87,2024-02-05,Debit Card
ORG_US_5021,4889,Subscription,Subscription & Promotions,405972.74,2024-09-30,Net Banking
CUST10399,7351,Purchase,Fashion & Clothing,460031.97,2023-08-24,Credit Card
CUST10980,9790,Real Estate Booking,Fashion & Clothing,337626.81,2024-01-04,Credit Card
ORG_US_1189,5177,Purchase,Electronics,54876.06,2024-02-15,Wallet
ORG_US_6633,2531,Subscription,Real Estate,15205.48,2023-03-27,Net Banking
CUST10838,7421,Subscription,Real Estate,347815.43,2023-07-08,Net Banking
CUST3998,2471,BNP Usage,Real Estate,67956.82,2024-12-27,Credit Card
ORG_US_9976,2736,Subscription,Fashion & Clothing,300733.38,2023-08-12,Credit Card
ORG_US_8972,8168,Purchase,Groceries,171209.62,2024-01-11,Credit Card
CUST6183,6885,Purchase,Real Estate,365008.75,2024-08-24,Credit Card
ORG_US_7146,9840,Purchase,Electronics,437553.77,2025-02-19,Debit Card
CUST9147,3431,Purchase,Subscription & Promotions,199553.64,2024-05-19,Debit Card
ORG_US_3316,5349,Real Estate Booking,Real Estate,52843.64,2024-12-08,Credit Card
ORG_US_3096,8623,BNP Usage,Subscription & Promotions,37909.73,2023-09-17,Wallet
ORG_US_2778,4472,Real Estate Booking,Groceries,52763.8,2024-10-14,Debit Card
CUST9622,1683,Purchase,Subscription & Promotions,459259.97,2023-07-31,Debit Card
CUST5697,6015,Real Estate Booking,Subscription & Promotions,164610.02,2023-06-09,Credit Card
ORG_US_7090,2409,Purchase,Fashion & Clothing,286606.28,2024-10-25,Wallet
CUST4347,9793,Subscription,Real Estate,391822.58,2023-04-20,Debit Card
CUST9287,7842,Purchase,Real Estate,425549.46,2023-08-30,Credit Card
CUST7869,1901,Purchase,Groceries,355031.7,2023-06-02,Credit Card
CUST8442,3314,Purchase,Real Estate,260800.88,2023-03-23,Net Banking
ORG_US_4969,9117,Real Estate Booking,Subscription & Promotions,73268.29,2024-07-23,Wallet
ORG_US_8652,6295,BNP Usage,Electronics,79883.43,2023-10-09,Debit Card
CUST6621,2990,Real Estate Booking,Fashion & Clothing,271974.19,2024-03-19,Debit Card
CUST10081,1401,Subscription,Electronics,88999.97,2024-09-22,Wallet
ORG_US_5018,2277,Subscription,Subscription & Promotions,67238.19,2024-09-09,Debit Card
CUST9844,9117,BNP Usage,Electronics,320617.06,2024-07-25,Credit Card
CUST6558,7836,Subscription,Subscription & Promotions,332351.32,2023-06-18,Wallet
ORG_US_2939,9347,Real Estate Booking,Real Estate,255834.27,2024-03-28,Debit Card
ORG_US_7504,6659,Real Estate Booking,Electronics,36017.8,2023-03-29,Debit Card
ORG_US_6501,8735,Real Estate Booking,Fashion & Clothing,164554.08,2023-06-23,Wallet
ORG_US_7650,4093,Subscription,Groceries,177797.98,2024-06-27,Wallet
CUST8581,2452,Purchase,Fashion & Clothing,443171.32,2025-02-14,Credit Card
CUST10292,8177,Real Estate Booking,Groceries,229292.59,2025-01-08,Debit Card
ORG_US_8648,9264,Purchase,Groceries,409813.27,2023-07-21,Credit Card
ORG_US_3701,4225,Subscription,Real Estate,456240.6,2024-12-15,Wallet
ORG_US_7261,4485,Subscription,Subscription & Promotions,347432.04,2024-11-21,Debit Card
CUST6269,6094,Purchase,Real Estate,44111.68,2024-03-12,Debit Card
ORG_US_4347,6397,BNP Usage,Subscription & Promotions,52115.59,2025-02-19,Credit Card
ORG_US_7144,9988,Real Estate Booking,Subscription & Promotions,270414.64,2023-09-17,Net Banking
ORG_US_8586,7559,Real Estate Booking,Fashion & Clothing,290882.23,2024-09-10,Debit Card
ORG_US_8693,4479,Purchase,Fashion & Clothing,378610.34,2024-12-12,Credit Card
ORG_US_8712,7028,Subscription,Groceries,350434.81,2024-11-20,Debit Card
ORG_US_2816,2605,Purchase,Electronics,362040.05,2023-11-02,Debit Card
ORG_US_6867,2841,BNP Usage,Subscription & Promotions,392597.03,2023-09-02,Wallet
ORG_US_7437,1005,Purchase,Real Estate,202993.4,2024-03-17,Wallet
ORG_US_4280,1012,BNP Usage,Real Estate,153893.34,2023-06-25,Credit Card
CUST11151,8344,BNP Usage,Fashion & Clothing,44647.42,2024-07-14,Wallet
CUST8032,6493,Real Estate Booking,Fashion & Clothing,463498.17,2024-10-17,Net Banking
ORG_US_4403,1601,BNP Usage,Real Estate,166613.34,2024-11-21,Net Banking
ORG_US_2290,7955,Purchase,Fashion & Clothing,31846.65,2023-10-03,Credit Card
CUST7673,9615,BNP Usage,Subscription & Promotions,133724.48,2025-01-18,Debit Card
CUST6809,8899,Real Estate Booking,Real Estate,407538.0,2024-05-20,Net Banking
CUST8597,2689,Real Estate Booking,Electronics,280626.32,2024-09-19,Net Banking
CUST4646,1171,Real Estate Booking,Real Estate,45273.15,2024-01-07,Credit Card
CUST10679,2367,BNP Usage,Fashion & Clothing,271501.05,2024-04-27,Net Banking
CUST8942,4791,Purchase,Fashion & Clothing,362230.94,2024-01-22,Debit Card
CUST10759,8581,Subscription,Real Estate,433603.2,2024-11-02,Credit Card
ORG_US_7567,1584,Real Estate Booking,Electronics,410191.12,2024-06-02,Net Banking
CUST4153,9841,Subscription,Real Estate,299341.15,2025-03-02,Debit Card
CUST9998,8329,Purchase,Real Estate,373793.76,2024-07-28,Debit Card
ORG_US_3847,6199,Purchase,Real Estate,84110.7,2023-09-27,Credit Card
CUST4574,1597,Real Estate Booking,Groceries,67383.04,2023-12-22,Net Banking
CUST5743,5879,BNP Usage,Fashion & Clothing,416132.48,2023-04-07,Credit Card
ORG_US_4776,3505,Real Estate Booking,Groceries,13999.66,2023-05-31,Credit Card
CUST4405,5421,Purchase,Subscription & Promotions,465039.16,2024-09-28,Wallet
ORG_US_4604,6147,Subscription,Real Estate,241924.0,2024-05-03,Net Banking
CUST7601,2226,Real Estate Booking,Fashion & Clothing,67008.44,2024-12-08,Credit Card
CUST6372,2867,Purchase,Groceries,96913.45,2023-11-29,Net Banking
CUST6266,9637,Subscription,Real Estate,170935.36,2023-12-10,Credit Card
CUST4408,6481,Subscription,Real Estate,449979.83,2023-04-08,Wallet
ORG_US_3532,6729,Real Estate Booking,Groceries,266960.67,2023-08-30,Debit Card
CUST6041,1294,Subscription,Groceries,88379.35,2024-07-04,Wallet
CUST10296,6006,Purchase,Electronics,66772.2,2023-07-18,Credit Card
ORG_US_5280,1799,Purchase,Subscription & Promotions,336171.16,2024-06-19,Net Banking
CUST5327,1724,Purchase,Electronics,297454.82,2024-08-06,Credit Card
ORG_US_8441,8423,Purchase,Electronics,1559.24,2024-10-09,Credit Card
CUST9946,9513,Real Estate Booking,Fashion & Clothing,309442.99,2025-03-08,Credit Card
ORG_US_6906,2102,Real Estate Booking,Subscription & Promotions,496951.31,2023-12-12,Debit Card
CUST7944,3854,Subscription,Real Estate,81844.94,2023-08-19,Net Banking
ORG_US_7768,7093,Real Estate Booking,Electronics,104899.06,2023-11-16,Debit Card
CUST5842,5058,Real Estate Booking,Groceries,66231.74,2023-08-22,Net Banking
ORG_US_9605,7668,BNP Usage,Groceries,425487.94,2023-05-11,Debit Card
ORG_US_2129,2750,Purchase,Real Estate,158867.27,2023-05-18,Net Banking
CUST9197,7931,Purchase,Electronics,141687.09,2024-10-01,Net Banking
CUST7325,3096,Real Estate Booking,Groceries,19014.45,2024-12-29,Credit Card
ORG_US_2247,3016,Real Estate Booking,Fashion & Clothing,116224.9,2024-02-15,Wallet
CUST9900,5834,Real Estate Booking,Real Estate,139808.45,2024-05-09,Net Banking
ORG_US_8444,5010,BNP Usage,Fashion & Clothing,50615.81,2024-08-10,Wallet
ORG_US_9942,1686,Real Estate Booking,Real Estate,339872.66,2024-08-06,Wallet
CUST4913,9034,Real Estate Booking,Groceries,154425.45,2024-12-20,Credit Card
CUST6355,9229,Subscription,Real Estate,440650.8,2024-02-20,Debit Card
ORG_US_5386,7577,Real Estate Booking,Electronics,450991.69,2024-06-30,Net Banking
ORG_US_5044,5088,Purchase,Electronics,43416.13,2023-04-10,Net Banking
CUST10568,3083,Purchase,Subscription & Promotions,118067.97,2024-10-02,Net Banking
ORG_US_4076,2325,BNP Usage,Electronics,350642.65,2023-07-13,Net Banking
CUST5645,9905,Real Estate Booking,Subscription & Promotions,126055.11,2024-02-19,Net Banking
ORG_US_4153,2751,BNP Usage,Groceries,435068.28,2024-04-28,Debit Card
ORG_US_6920,5071,BNP Usage,Groceries,251732.42,2024-08-06,Credit Card
CUST4774,1289,Purchase,Subscription & Promotions,190653.99,2023-08-23,Debit Card
CUST5662,8343,Real Estate Booking,Fashion & Clothing,347902.44,2023-10-20,Wallet
CUST8841,7325,Subscription,Fashion & Clothing,499565.16,2024-02-09,Net Banking
ORG_US_5446,2134,Real Estate Booking,Subscription & Promotions,421709.9,2025-02-05,Credit Card
ORG_US_6335,8828,BNP Usage,Electronics,153404.73,2023-10-02,Credit Card
ORG_US_9452,4362,Real Estate Booking,Fashion & Clothing,231356.66,2024-07-21,Wallet
ORG_US_592,3154,Subscription,Groceries,22905.46,2024-10-30,Wallet
CUST5656,1595,BNP Usage,Fashion & Clothing,372885.77,2023-03-28,Debit Card
ORG_US_3724,6120,Real Estate Booking,Subscription & Promotions,188123.17,2024-12-04,Wallet
CUST5696,2714,Subscription,Real Estate,393197.43,2023-05-27,Wallet
CUST6153,4557,Purchase,Real Estate,113829.65,2024-11-04,Wallet
ORG_US_6945,6027,Subscription,Real Estate,107352.51,2024-09-17,Credit Card
CUST11865,5384,Purchase,Real Estate,160003.82,2025-02-03,Credit Card
ORG_US_6265,5764,Real Estate Booking,Real Estate,143555.11,2023-03-24,Credit Card
ORG_US_8775,8864,Subscription,Fashion & Clothing,294609.26,2023-04-15,Credit Card
CUST7126,3686,Subscription,Fashion & Clothing,327628.96,2024-10-18,Wallet
ORG_US_5617,1967,Purchase,Real Estate,409584.97,2024-03-25,Credit Card
ORG_US_9635,8110,BNP Usage,Real Estate,198897.58,2025-02-06,Debit Card
ORG_US_4345,3440,Subscription,Fashion & Clothing,454010.69,2024-04-24,Wallet
CUST11961,7818,BNP Usage,Subscription & Promotions,319704.53,2023-08-01,Net Banking
ORG_US_6919,9001,Subscription,Fashion & Clothing,59109.78,2023-10-06,Net Banking
ORG_US_6446,5299,BNP Usage,Fashion & Clothing,145819.91,2025-02-22,Debit Card
CUST11052,6802,BNP Usage,Electronics,297339.58,2025-01-29,Wallet
ORG_US_4046,5360,Subscription,Subscription & Promotions,146283.81,2023-11-15,Net Banking
CUST11914,2866,Subscription,Subscription & Promotions,184276.0,2023-03-29,Credit Card
ORG_US_5782,4659,Real Estate Booking,Subscription & Promotions,184261.41,2024-03-27,Credit Card
CUST7999,1503,BNP Usage,Subscription & Promotions,289540.25,2023-04-20,Net Banking
ORG_US_5549,8966,Real Estate Booking,Real Estate,57787.05,2024-08-05,Net Banking
CUST4271,1620,Subscription,Real Estate,495242.81,2023-04-02,Credit Card
ORG_US_8339,2488,Subscription,Fashion & Clothing,267822.85,2025-03-01,Debit Card
ORG_US_6601,5453,Real Estate Booking,Real Estate,358507.28,2024-08-26,Net Banking
CUST11771,7048,BNP Usage,Electronics,39328.65,2023-05-05,Debit Card
CUST8728,7133,Purchase,Electronics,491303.84,2023-08-20,Net Banking
ORG_US_3785,8896,Purchase,Electronics,42843.18,2024-10-15,Net Banking
CUST6208,2645,Subscription,Groceries,136482.76,2024-12-09,Credit Card
ORG_US_5996,5965,Subscription,Real Estate,451327.07,2023-09-27,Debit Card
CUST7281,5284,Purchase,Real Estate,384491.93,2025-03-01,Wallet
ORG_US_5783,4007,Real Estate Booking,Subscription & Promotions,307958.52,2025-03-18,Credit Card
CUST7209,9167,BNP Usage,Fashion & Clothing,76289.39,2023-08-08,Wallet
CUST11509,3053,Subscription,Fashion & Clothing,273464.25,2024-07-24,Wallet
CUST3932,5391,BNP Usage,Fashion & Clothing,295749.72,2023-12-25,Debit Card
ORG_US_7222,8367,Subscription,Subscription & Promotions,246971.47,2024-02-21,Wallet
CUST9551,9588,Real Estate Booking,Electronics,489382.25,2024-11-11,Net Banking
CUST4434,6717,Subscription,Subscription & Promotions,214513.25,2024-12-26,Net Banking
CUST5283,9007,Real Estate Booking,Electronics,416453.38,2025-03-07,Credit Card
ORG_US_2064,4727,Subscription,Fashion & Clothing,9705.96,2024-10-14,Net Banking
CUST6497,4980,Purchase,Fashion & Clothing,371709.16,2023-12-23,Wallet
CUST11276,4966,BNP Usage,Groceries,73544.99,2023-03-22,Credit Card
CUST3801,4381,Subscription,Fashion & Clothing,420972.29,2025-01-15,Credit Card
ORG_US_5669,5030,Purchase,Subscription & Promotions,415236.24,2025-01-21,Credit Card
ORG_US_4980,1309,Subscription,Groceries,47304.54,2025-01-18,Net Banking
ORG_US_1024,5339,Real Estate Booking,Groceries,106154.44,2023-08-25,Net Banking
ORG_US_8086,7500,BNP Usage,Fashion & Clothing,469340.8,2025-01-31,Debit Card
CUST8679,2706,Subscription,Subscription & Promotions,328874.27,2024-10-08,Debit Card
CUST3547,6010,Subscription,Groceries,196948.26,2025-01-29,Net Banking
CUST7338,9735,Purchase,Subscription & Promotions,41970.95,2025-02-26,Debit Card
ORG_US_7138,2582,Subscription,Real Estate,258859.87,2023-05-11,Credit Card
CUST8000,9067,Real Estate Booking,Real Estate,234950.59,2023-06-22,Wallet
CUST11822,2561,Purchase,Real Estate,174522.15,2023-04-05,Debit Card
ORG_US_8825,6517,Purchase,Subscription & Promotions,231443.7,2023-12-08,Credit Card
CUST8604,8595,BNP Usage,Fashion & Clothing,377048.94,2024-12-26,Wallet
CUST8909,5801,Purchase,Groceries,387992.97,2025-01-10,Credit Card
CUST11526,5294,Purchase,Groceries,189465.23,2024-04-21,Wallet
CUST9040,8657,BNP Usage,Real Estate,193664.65,2023-12-15,Credit Card
CUST10366,2979,Real Estate Booking,Subscription & Promotions,329258.04,2023-11-08,Debit Card
ORG_US_8769,1462,Purchase,Real Estate,224270.34,2023-08-10,Net Banking
ORG_US_8864,3135,Purchase,Fashion & Clothing,87870.4,2023-06-03,Credit Card
CUST8572,6700,Real Estate Booking,Real Estate,228560.09,2023-11-06,Net Banking
CUST11031,8613,BNP Usage,Electronics,428656.49,2023-05-27,Credit Card
ORG_US_8084,7682,Real Estate Booking,Real Estate,82442.73,2023-11-08,Debit Card
ORG_US_7907,3691,BNP Usage,Subscription & Promotions,121473.02,2024-02-19,Wallet
ORG_US_4171,4480,Real Estate Booking,Fashion & Clothing,320383.84,2024-07-26,Wallet
CUST7049,2885,BNP Usage,Subscription & Promotions,295066.28,2024-04-06,Credit Card
ORG_US_5992,7033,BNP Usage,Fashion & Clothing,365830.48,2024-09-02,Wallet
ORG_US_8745,7149,BNP Usage,Fashion & Clothing,376848.21,2025-01-13,Net Banking
CUST11228,5342,BNP Usage,Electronics,257799.42,2023-08-20,Credit Card
CUST11252,2759,Real Estate Booking,Groceries,484988.46,2023-09-21,Wallet
CUST6065,5312,Subscription,Fashion & Clothing,71782.73,2024-04-07,Debit Card
ORG_US_7402,9025,Purchase,Groceries,461301.82,2023-12-02,Credit Card
ORG_US_8179,1468,Subscription,Fashion & Clothing,362477.97,2024-04-24,Debit Card
CUST4067,5356,Subscription,Subscription & Promotions,32618.45,2023-05-21,Credit Card
CUST9925,6652,Real Estate Booking,Real Estate,229002.93,2023-12-26,Debit Card
ORG_US_4955,5460,Subscription,Real Estate,354851.84,2023-08-25,Debit Card
ORG_US_6979,8787,Real Estate Booking,Groceries,142734.51,2023-04-11,Credit Card
ORG_US_4097,9704,Purchase,Subscription & Promotions,429857.77,2023-03-23,Credit Card
CUST6079,3043,BNP Usage,Electronics,194989.59,2024-01-22,Wallet
ORG_US_8358,3085,Subscription,Groceries,229875.72,2023-07-21,Wallet
CUST5804,2558,BNP Usage,Real Estate,117817.18,2023-06-19,Debit Card
CUST10213,7195,Real Estate Booking,Electronics,93759.5,2023-11-07,Net Banking
CUST9555,3590,Subscription,Subscription & Promotions,67936.41,2023-05-09,Debit Card
CUST10162,8463,Purchase,Real Estate,16092.22,2025-01-26,Debit Card
ORG_US_6107,6243,Subscription,Electronics,192962.15,2024-08-17,Credit Card
ORG_US_9645,7278,Subscription,Subscription & Promotions,299348.76,2024-11-13,Credit Card
ORG_US_8424,2240,Purchase,Real Estate,185894.32,2023-05-01,Wallet
CUST5222,3945,Subscription,Fashion & Clothing,467659.41,2023-07-21,Debit Card
ORG_US_5696,7927,Purchase,Electronics,165278.74,2023-12-05,Wallet
CUST5499,3349,Purchase,Subscription & Promotions,71371.23,2023-12-02,Net Banking
CUST10452,9867,BNP Usage,Real Estate,161569.39,2024-11-14,Credit Card
ORG_US_4487,7923,Purchase,Subscription & Promotions,74257.81,2023-06-23,Debit Card
ORG_US_7058,5261,Real Estate Booking,Groceries,235092.34,2024-12-02,Wallet
CUST11128,4459,Real Estate Booking,Real Estate,491364.1,2024-07-25,Debit Card
ORG_US_8715,9189,BNP Usage,Fashion & Clothing,266815.87,2024-02-10,Credit Card
ORG_US_5603,1773,Subscription,Groceries,214191.14,2023-09-01,Credit Card
ORG_US_3390,7011,BNP Usage,Electronics,360603.56,2024-09-02,Credit Card
ORG_US_3763,5590,Subscription,Fashion & Clothing,454457.19,2024-01-11,Credit Card
ORG_US_2517,9853,BNP Usage,Electronics,480410.09,2025-02-26,Wallet
ORG_US_9988,1647,BNP Usage,Electronics,479487.17,2023-04-30,Wallet
CUST4570,5759,BNP Usage,Fashion & Clothing,201465.8,2024-07-17,Wallet
CUST4269,1218,Purchase,Subscription & Promotions,172734.19,2024-06-04,Wallet
CUST9449,6221,Real Estate Booking,Fashion & Clothing,181512.51,2024-03-02,Net Banking
ORG_US_7232,3910,Subscription,Subscription & Promotions,255155.14,2024-01-13,Net Banking
ORG_US_3726,7025,Real Estate Booking,Fashion & Clothing,77717.07,2024-01-15,Wallet
CUST7280,9312,Real Estate Booking,Subscription & Promotions,118081.85,2023-06-02,Debit Card
ORG_US_7499,1061,Real Estate Booking,Subscription & Promotions,15884.52,2025-03-11,Debit Card
ORG_US_3437,4393,BNP Usage,Real Estate,133365.26,2024-04-15,Debit Card
ORG_US_3615,1425,Purchase,Fashion & Clothing,56899.82,2023-03-24,Debit Card
CUST9630,9035,BNP Usage,Real Estate,35392.2,2024-11-11,Wallet
ORG_US_2608,9556,Subscription,Real Estate,222361.07,2023-07-25,Credit Card
CUST2799,1199,BNP Usage,Subscription & Promotions,184293.21,2024-01-07,Wallet
ORG_US_7665,9297,Real Estate Booking,Fashion & Clothing,376331.82,2024-03-02,Debit Card
ORG_US_7970,2930,Subscription,Subscription & Promotions,148330.09,2023-07-18,Debit Card
CUST4550,7576,BNP Usage,Fashion & Clothing,466881.68,2024-12-05,Wallet
CUST5527,4504,Real Estate Booking,Groceries,450408.22,2024-07-19,Debit Card
CUST10217,5899,Purchase,Groceries,136059.49,2024-02-29,Wallet
ORG_US_104,3901,Real Estate Booking,Real Estate,483519.71,2025-02-15,Debit Card
CUST5944,8757,Real Estate Booking,Real Estate,383508.47,2025-02-23,Wallet
CUST2050,4959,Real Estate Booking,Groceries,436208.59,2023-10-09,Net Banking
CUST8070,9466,BNP Usage,Fashion & Clothing,47224.88,2024-05-21,Net Banking
ORG_US_3543,6375,Purchase,Groceries,56898.21,2023-07-09,Credit Card
CUST7340,2822,BNP Usage,Fashion & Clothing,37844.16,2023-09-21,Net Banking
ORG_US_2217,3511,Subscription,Fashion & Clothing,381747.97,2023-08-05,Debit Card
ORG_US_8088,3382,Purchase,Real Estate,12630.83,2023-06-04,Wallet
CUST5573,9122,Purchase,Real Estate,460452.75,2024-05-15,Debit Card
CUST7704,3554,Purchase,Fashion & Clothing,350218.92,2023-10-03,Debit Card
ORG_US_4145,8770,Subscription,Subscription & Promotions,411038.81,2025-03-19,Credit Card
CUST7626,4553,Subscription,Groceries,171871.03,2024-12-17,Credit Card
ORG_US_4734,2884,Real Estate Booking,Groceries,483433.21,2024-09-10,Wallet
ORG_US_8969,7369,Subscription,Fashion & Clothing,358990.19,2023-04-16,Debit Card
CUST6839,2220,Subscription,Real Estate,320616.28,2024-09-25,Credit Card
CUST4272,4750,BNP Usage,Groceries,56509.33,2024-06-04,Net Banking
ORG_US_2999,8599,Purchase,Electronics,389345.33,2024-03-31,Net Banking
CUST11806,6475,Subscription,Fashion & Clothing,166315.09,2024-04-03,Wallet
ORG_US_2542,7547,BNP Usage,Electronics,339667.25,2024-07-19,Credit Card
ORG_US_2140,3788,BNP Usage,Subscription & Promotions,273117.47,2024-01-16,Wallet
ORG_US_8133,5826,Purchase,Fashion & Clothing,279762.77,2024-01-11,Credit Card
ORG_US_5532,7121,Subscription,Subscription & Promotions,58806.94,2023-08-09,Credit Card
ORG_US_5680,5478,Real Estate Booking,Fashion & Clothing,239073.07,2024-08-17,Credit Card
ORG_US_6833,1750,Purchase,Groceries,145350.51,2023-10-07,Wallet
ORG_US_3650,8495,BNP Usage,Subscription & Promotions,327384.55,2024-01-24,Credit Card
CUST10612,9648,BNP Usage,Real Estate,187182.5,2024-02-17,Net Banking
CUST9841,4019,Real Estate Booking,Electronics,385085.94,2023-08-03,Wallet
CUST7147,1825,BNP Usage,Fashion & Clothing,395470.52,2024-09-02,Credit Card
CUST11178,4389,BNP Usage,Groceries,420677.25,2024-05-09,Net Banking
CUST11920,2796,Subscription,Groceries,264719.65,2024-02-14,Net Banking
CUST9286,2336,Subscription,Subscription & Promotions,393826.5,2024-06-18,Debit Card
CUST6090,9590,Subscription,Real Estate,483789.85,2024-03-18,Net Banking
ORG_US_3317,8107,BNP Usage,Electronics,79055.61,2023-08-17,Wallet
ORG_US_9390,3936,Subscription,Real Estate,352267.4,2023-05-06,Debit Card
ORG_US_8918,5833,BNP Usage,Electronics,81030.26,2025-01-19,Credit Card
ORG_US_4428,4213,BNP Usage,Fashion & Clothing,440167.77,2024-11-04,Wallet
ORG_US_5447,4841,Real Estate Booking,Groceries,325787.26,2024-10-07,Credit Card
ORG_US_8176,8474,Subscription,Fashion & Clothing,427463.29,2023-04-03,Wallet
CUST7414,2843,BNP Usage,Electronics,145544.38,2025-03-04,Wallet
ORG_US_4638,1676,Subscription,Electronics,145422.1,2024-09-03,Credit Card
ORG_US_8037,6108,Subscription,Electronics,370796.12,2023-08-23,Net Banking
CUST8202,7692,BNP Usage,Fashion & Clothing,492752.66,2024-07-11,Net Banking
CUST9800,5218,BNP Usage,Real Estate,379667.97,2023-06-08,Debit Card
ORG_US_8292,3684,Purchase,Subscription & Promotions,40612.28,2025-02-24,Debit Card
ORG_US_5332,4833,Subscription,Electronics,300831.12,2023-04-23,Debit Card
ORG_US_5427,1641,BNP Usage,Fashion & Clothing,404599.71,2024-11-05,Net Banking
ORG_US_2763,4586,Subscription,Fashion & Clothing,67595.96,2023-07-02,Credit Card
ORG_US_5201,7804,Real Estate Booking,Groceries,407578.29,2024-01-06,Net Banking
CUST10811,5363,Subscription,Subscription & Promotions,369494.44,2023-08-08,Net Banking
CUST6108,9418,Subscription,Electronics,347642.99,2023-08-21,Debit Card
CUST7381,5041,Real Estate Booking,Groceries,491533.89,2025-01-23,Debit Card
CUST8956,2720,BNP Usage,Subscription & Promotions,318247.98,2024-01-03,Debit Card
